Company_Name,Category,Address,Url,Latitude,Longitude,Territory
New Assam Medical Hall,Medical Center,"2V22+8JQ, Hojai, Assam 782435, India",https://www.google.co.kr/maps/place/New+Assam+Medical+Hall/data=!4m5!3m4!1s0x37456b5a1282adb5:0xde4bf61f33967c9f!8m2!3d26.0008439!4d92.8515945?authuser=0&hl=en&rclk=1,26.0008439,92.8515945,Assam
gohai nursing home,Hospital,"PS Rd, Nagaon, Assam 782001, India",https://www.google.co.kr/maps/place/gohai+nursing+home/data=!4m5!3m4!1s0x3745272f91b3bfbf:0x4b826801810f18a9!8m2!3d26.3568418!4d92.6891704?authuser=0&hl=en&rclk=1,26.3568418,92.6891704,Assam
Nonoi Hospital,Hospital,"Nagaon, Assam 782101, India",https://www.google.co.kr/maps/place/Nonoi+Hospital/data=!4m5!3m4!1s0x3744e2bd0ccfcd07:0x3025bd406f7e9560!8m2!3d26.4040006!4d92.9188737?authuser=0&hl=en&rclk=1,26.4040006,92.9188737,Assam
Md.muksidul islam,Hospital,"Kawaimari, Assam 782140, India",https://www.google.co.kr/maps/place/Md.muksidul+islam/data=!4m5!3m4!1s0x3744e127aaaaaaab:0x67be9eb9b7c51f72!8m2!3d26.4713293!4d92.8203207?authuser=0&hl=en&rclk=1,26.4713293,92.8203207,Assam
Dispur Primary Health Center,Hospital,"Secretariat Rd, Dispur, Rukmini Gaon, Guwahati, Assam 781036, India",https://www.google.co.kr/maps/place/Dispur+Primary+Health+Center/data=!4m5!3m4!1s0x375a5927ac11057f:0x4a8920f09b18c3c5!8m2!3d26.1392147!4d91.7906588?authuser=0&hl=en&rclk=1,26.1392147,91.7906588,Assam
Panacea Diagnostic And Clinic,Doctor,"9M3Q+X43, Nagaon, Assam 782001, India",https://www.google.co.kr/maps/place/Panacea+Diagnostic+And+Clinic/data=!4m5!3m4!1s0x3745272591ef3765:0x599158289b42e55!8m2!3d26.3548896!4d92.6877813?authuser=0&hl=en&rclk=1,26.3548896,92.6877813,Assam
Chengeliajhar Hospital,Hospital,"CR8W+V68, Naopota, Assam 784145, India",https://www.google.co.kr/maps/place/Chengeliajhar+Hospital/data=!4m5!3m4!1s0x375b00199b1496c9:0xc95efee785df6e6f!8m2!3d26.4171654!4d91.8455653?authuser=0&hl=en&rclk=1,26.4171654,91.8455653,Assam
Makunda Christian Leprosy and General Hospital,General hospital,"Bazaricherra, Karimganj, Assam 788727, India",https://www.google.co.kr/maps/place/Makunda+Christian+Leprosy+and+General+Hospital/data=!4m5!3m4!1s0x3751e668f510e06b:0xf378e3fcdef6bcc3!8m2!3d24.4320197!4d92.3306894?authuser=0&hl=en&rclk=1,24.4320197,92.3306894,Assam
Aditya Hospital and Diagnostic Center,Hospital,"Assam Medical College Road, Bordoloi Avenue, Paltan Bazaar, Dibrugarh, Assam 786005, India",https://www.google.co.kr/maps/place/Aditya+Hospital+and+Diagnostic+Center/data=!4m5!3m4!1s0x3740985eb676f3ad:0xa5617a035638273a!8m2!3d27.491493!4d94.9314669?authuser=0&hl=en&rclk=1,27.491493,94.9314669,Assam
Sultan Hospital,Hospital,"Telahi - Morigaon Rd, Mikirgaon, Assam 782105, India",https://www.google.co.kr/maps/place/Sultan+Hospital/data=!4m5!3m4!1s0x375ad1b671e47671:0xaed416cbce1bbfca!8m2!3d26.2368589!4d92.3482557?authuser=0&hl=en&rclk=1,26.2368589,92.3482557,Assam
Seva Clinic,Doctor,"Fayez Ahmed Rd, Athgaon, Guwahati, Assam 781001, India",https://www.google.co.kr/maps/place/Seva+Clinic/data=!4m5!3m4!1s0x375a5bb531202979:0xac0b232fbc46b07!8m2!3d26.1735469!4d91.7360508?authuser=0&hl=en&rclk=1,26.1735469,91.7360508,Assam
Gurucharan Polyclinic Cum Nursing Home,Nursing home,"MD Shah Rd, Manipuri Rajbari, Paltan Bazaar, Guwahati, Assam 781008, India",https://www.google.co.kr/maps/place/Gurucharan+Polyclinic+Cum+Nursing+Home/data=!4m5!3m4!1s0x375a5a297e6eba13:0x2bdd6188ab2723da!8m2!3d26.1787455!4d91.7512856?authuser=0&hl=en&rclk=1,26.1787455,91.7512856,Assam
IOCL Hospital,Hospital,"9JVH+4QV, Digboi, Assam 786171, India",https://www.google.co.kr/maps/place/IOCL+Hospital/data=!4m5!3m4!1s0x373f22347ac13aff:0x8ea5ac3b6e0115d2!8m2!3d27.392869!4d95.629431?authuser=0&hl=en&rclk=1,27.392869,95.629431,Assam
Dr.Farida's Clinic.,Doctor,"Alitangoni - Dhagaon Rd, Alitangani, Assam 782122, India",https://www.google.co.kr/maps/place/Dr.Farida's+Clinic./data=!4m5!3m4!1s0x3744d79a820c0cf7:0x69de6fd00e0b19be!8m2!3d26.4289847!4d92.5972313?authuser=0&hl=en&rclk=1,26.4289847,92.5972313,Assam
Excelcare Hospitals,Hospital,"114, Assam Trunk Rd, Maligaon Gate No.4, Maligaon, Guwahati, Assam 781011, India",https://www.google.co.kr/maps/place/Excelcare+Hospitals/data=!4m5!3m4!1s0x375a5b0f94aa657f:0xba494e10c60767c9!8m2!3d26.1592638!4d91.6974772?authuser=0&hl=en&rclk=1,26.1592638,91.6974772,Assam
Bishal Medical,Doctor,"8MX9+FMP, Sandanpur, Nagaon, Assam 782002, India",https://www.google.co.kr/maps/place/Bishal+Medical/data=!4m5!3m4!1s0x3745270288197c57:0xebf7a21e03d08cae!8m2!3d26.3487177!4d92.669212?authuser=0&hl=en&rclk=1,26.3487177,92.669212,Assam
"District Hospital, Sonapur Kamrup Metro",Hospital,"NH 27, Amara N.C., Assam 782402, India","https://www.google.co.kr/maps/place/District+Hospital,+Sonapur+Kamrup+Metro/data=!4m5!3m4!1s0x375af21d6f0b974f:0x8b2a214c3b415da4!8m2!3d26.1216132!4d91.9767002?authuser=0&hl=en&rclk=1",26.1216132,91.9767002,Assam
Ambagan Hospital,Hospital,"GV93+5M6, Pub Larimukh, Assam 782120, India",https://www.google.co.kr/maps/place/Ambagan+Hospital/data=!4m5!3m4!1s0x3744e69cf5a05885:0x4657f1391ad1aeb6!8m2!3d26.5179212!4d92.8541326?authuser=0&hl=en&rclk=1,26.5179212,92.8541326,Assam
Top Medical,Medical group,"Railway Colony Rd, Railway Colony, Bamunimaidan, Guwahati, Assam 781022, India",https://www.google.co.kr/maps/place/Top+Medical/data=!4m5!3m4!1s0x375a593f9557c2fb:0x2e7fe3d0fe6e2471!8m2!3d26.1784599!4d91.7842055?authuser=0&hl=en&rclk=1,26.1784599,91.7842055,Assam
Jugijan Hospital,Hospital,"2RV2+75R, Jugijan, Assam 782429, India",https://www.google.co.kr/maps/place/Jugijan+Hospital/data=!4m5!3m4!1s0x3745151487f7197b:0x5b19d10e2012e467!8m2!3d26.0432414!4d92.8003781?authuser=0&hl=en&rclk=1,26.0432414,92.8003781,Assam
DABAKA 30 BED RURAL HOSPITAL,Government hospital,"College Rd, Doboka Town, Assam 782440, India",https://www.google.co.kr/maps/place/DABAKA+30+BED+RURAL+HOSPITAL/data=!4m5!3m4!1s0x374516acaf616e57:0x36691e0042f4437a!8m2!3d26.1141556!4d92.8570998?authuser=0&hl=en&rclk=1,26.1141556,92.8570998,Assam
Mission Hospital,Hospital,"P6Q2+CFV, Barbheta, Jorhat, Assam 785001, India",https://www.google.co.kr/maps/place/Mission+Hospital/data=!4m5!3m4!1s0x3746c28317a89a0b:0xf583abcdc799d283!8m2!3d26.7386151!4d94.2011584?authuser=0&hl=en&rclk=1,26.7386151,94.2011584,Assam
Life LineHospital,Private hospital,"ATC Mall, GNB Rd, opposite to, Tinsukia, Assam 786125, India",https://www.google.co.kr/maps/place/Life+LineHospital/data=!4m5!3m4!1s0x373f6afd6af0e389:0x3609ca87f2857eed!8m2!3d27.4926087!4d95.3609975?authuser=0&hl=en&rclk=1,27.4926087,95.3609975,Assam
M/S SUHANA MEDICAL,Medical Center,"College Rd, Doboka Town, Assam 782440, India",https://www.google.co.kr/maps/place/M%2FS+SUHANA+MEDICAL/data=!4m5!3m4!1s0x374516acac725099:0x4c66e8f215dfa088!8m2!3d26.1140428!4d92.8575071?authuser=0&hl=en&rclk=1,26.1140428,92.8575071,Assam
Sacred Home,Hospital,"96, Barthakur Mill Rd, South Sarania, Ulubari, Guwahati, Assam 781007, India",https://www.google.co.kr/maps/place/Sacred+Home/data=!4m5!3m4!1s0x375a597f52ddc3d3:0xba25ce4ba48a1a55!8m2!3d26.1719413!4d91.7587686?authuser=0&hl=en&rclk=1,26.1719413,91.7587686,Assam
Physiotherapy Clinic,Physical therapist,"Bylane-2, Basistha Pur, Hatigaon, Guwahati, Assam 781028, India",https://www.google.co.kr/maps/place/Physiotherapy+Clinic/data=!4m5!3m4!1s0x375a592ec333bc09:0x24b153e0fa456877!8m2!3d26.133029!4d91.786954?authuser=0&hl=en&rclk=1,26.133029,91.786954,Assam
Nagaon Nursing & Maternity Home,Hospital,"No 2 Mullapatty, Haibargaon, Nagaon, Assam 782002, India",https://www.google.co.kr/maps/place/Nagaon+Nursing+%26+Maternity+Home/data=!4m5!3m4!1s0x37452702c7459b35:0x90471555655ad79d!8m2!3d26.348989!4d92.6676835?authuser=0&hl=en&rclk=1,26.348989,92.6676835,Assam
B-J Hospital,Hospital,"Mission Chariali, Ketekibari, Tezpur, Assam 784001, India",https://www.google.co.kr/maps/place/B-J+Hospital/data=!4m5!3m4!1s0x3744c3dfbd684761:0x8c10f12423d1da1b!8m2!3d26.6594722!4d92.7713901?authuser=0&hl=en&rclk=1,26.6594722,92.7713901,Assam
Cherish hospital and diagnostic centre,Hospital,"Cherish hospital and diagnostic centre, Margherita, Assam 786181, India",https://www.google.co.kr/maps/place/Cherish+hospital+and+diagnostic+centre/data=!4m5!3m4!1s0x373f265c4d5f1879:0xd8cc664c299c94ce!8m2!3d27.2857711!4d95.6683001?authuser=0&hl=en&rclk=1,27.2857711,95.6683001,Assam
Chikitsa Health Centre,Medical Center,"old post office, By Lane Number 1, Ananda Nagar, India",https://www.google.co.kr/maps/place/Chikitsa+Health+Centre/data=!4m5!3m4!1s0x375a5912c8818c6b:0xfdb10d0a8eedce36!8m2!3d26.1588386!4d91.7739597?authuser=0&hl=en&rclk=1,26.1588386,91.7739597,Assam
Dr. S. Bagchi's Memorial Clinic,Hospital,"Thana Rd, Doboka Town, Assam 782440, India",https://www.google.co.kr/maps/place/Dr.+S.+Bagchi's+Memorial+Clinic/data=!4m5!3m4!1s0x3745115502a7ae75:0xae86303e97cea952!8m2!3d26.1106632!4d92.8596274?authuser=0&hl=en&rclk=1,26.1106632,92.8596274,Assam
Pratiksha,Hospital,"5R45+RXR, Milan Nagar, Borbari, Guwahati, Assam 781171, India",https://www.google.co.kr/maps/place/Pratiksha/data=!4m5!3m4!1s0x375a5946ee4b61df:0x3c6b06a0cb365a6c!8m2!3d26.1571231!4d91.8098954?authuser=0&hl=en&rclk=1,26.1571231,91.8098954,Assam
Dentaghat CHC,Hospital,"Dokmoka-Samelangso Rd., Assam 782481, India",https://www.google.co.kr/maps/place/Dentaghat+CHC/data=!4m5!3m4!1s0x3745a977af1ea641:0x67db87fed8726e95!8m2!3d26.2766083!4d93.1399209?authuser=0&hl=en&rclk=1,26.2766083,93.1399209,Assam
Bakola Dhlaibill,Hospital,"hospital, India",https://www.google.co.kr/maps/place/Bakola+Dhlaibill/data=!4m5!3m4!1s0x374511540b4603cb:0x3acd67234e226e27!8m2!3d26.1132903!4d92.8614907?authuser=0&hl=en&rclk=1,26.1132903,92.8614907,Assam
Meditech Diagnostics,Diagnostic center,"Doboka Main Rd, Doboka Town, Assam 782440, India",https://www.google.co.kr/maps/place/Meditech+Diagnostics/data=!4m5!3m4!1s0x37451181fea90413:0x9bd3b690f466541!8m2!3d26.1137033!4d92.8638597?authuser=0&hl=en&rclk=1,26.1137033,92.8638597,Assam
Mohkhuli Maternity & Child Health Hospital,Hospital,"Fakharuddin Ali Ahmed Rd, Haibargaon, Daccapatty, Nagaon, Assam 782001, India",https://www.google.co.kr/maps/place/Mohkhuli+Maternity+%26+Child+Health+Hospital/data=!4m5!3m4!1s0x374527400bccbd63:0xd87a2d63dbc409cd!8m2!3d26.3448681!4d92.6894976?authuser=0&hl=en&rclk=1,26.3448681,92.6894976,Assam
Pratiksha Hospitals,Hospital,"Mahapurush Madhabdev Path, Borbari, Guwahati, Assam 781036, India",https://www.google.co.kr/maps/place/Pratiksha+Hospitals/data=!4m5!3m4!1s0x375a58ed484ce947:0xddb45394ff390048!8m2!3d26.1584955!4d91.8118724?authuser=0&hl=en&rclk=1,26.1584955,91.8118724,Assam
"DD HEALTHCARE, MANGALDOI CENTRE",Diagnostic center,"Hospital Road, Near Polyclinic, Mangaldoi, Assam 784125, India","https://www.google.co.kr/maps/place/DD+HEALTHCARE,+MANGALDOI+CENTRE/data=!4m5!3m4!1s0x375b1da45becfacb:0x73bf194f95424c6a!8m2!3d26.436397!4d92.034291?authuser=0&hl=en&rclk=1",26.436397,92.034291,Assam
Dagaon Hospital,Hospital,"CJR7+FFJ, Da-Gaon, Assam 782124, India",https://www.google.co.kr/maps/place/Dagaon+Hospital/data=!4m5!3m4!1s0x3744d78222279a27:0x65c3c3111a197fd3!8m2!3d26.4412097!4d92.6136518?authuser=0&hl=en&rclk=1,26.4412097,92.6136518,Assam
Sukhada Hospital,Hospital,"JRP8+X4V, Dolabari, Tezpur, Assam 784027, India",https://www.google.co.kr/maps/place/Sukhada+Hospital/data=!4m5!3m4!1s0x3744e9a8f610218b:0x8b992ca92f5f1f00!8m2!3d26.6374962!4d92.8152935?authuser=0&hl=en&rclk=1,26.6374962,92.8152935,Assam
Mental Hospital,Hospital,"Ex Police Line Rd, Mahabhairab, Tezpur, Assam 784001, India",https://www.google.co.kr/maps/place/Mental+Hospital/data=!4m5!3m4!1s0x3744e8347f548597:0xa3c4ec007af7945!8m2!3d26.6299627!4d92.8108129?authuser=0&hl=en&rclk=1,26.6299627,92.8108129,Assam
Amluckhi Bagan Hospital,Hospital,"Borhola, Assam 782101, India",https://www.google.co.kr/maps/place/Amluckhi+Bagan+Hospital/data=!4m5!3m4!1s0x3744e326f0ae0271:0x7245d5449fe2ff05!8m2!3d26.4405444!4d92.9247531?authuser=0&hl=en&rclk=1,26.4405444,92.9247531,Assam
Kajiamati Hospital,Hospital,"M4PF+Q5G, Kaijamati, Kaizamati, Assam 784509, India",https://www.google.co.kr/maps/place/Kajiamati+Hospital/data=!4m5!3m4!1s0x375b15df7f62121b:0x5fdde5436b0eef08!8m2!3d26.6869489!4d92.1229393?authuser=0&hl=en&rclk=1,26.6869489,92.1229393,Assam
Old Daboka CHC,Hospital,"Doboka - Jamunamukh Rd, Doboka Town, Assam 782440, India",https://www.google.co.kr/maps/place/Old+Daboka+CHC/data=!4m5!3m4!1s0x374511565a93295d:0x5a4ec58f3d71d4a1!8m2!3d26.1099648!4d92.8644919?authuser=0&hl=en&rclk=1,26.1099648,92.8644919,Assam
HEALTH CARE DIAGNOSTIC CENTER,Diagnostic center,"Hospital Rd, Doboka Town, Assam 782440, India",https://www.google.co.kr/maps/place/HEALTH+CARE+DIAGNOSTIC+CENTER/data=!4m5!3m4!1s0x374511c5a0ed2379:0x5a0d0329f90da73b!8m2!3d26.1152684!4d92.8597346?authuser=0&hl=en&rclk=1,26.1152684,92.8597346,Assam
Phulani Medical.,Hospital,"53CG+WPX, Phulani, Assam 782481, India",https://www.google.co.kr/maps/place/Phulani+Medical./data=!4m5!3m4!1s0x374508406c4a8e61:0x9df16806e85d97da!8m2!3d26.172352!4d93.076866?authuser=0&hl=en&rclk=1,26.172352,93.076866,Assam
Mohkhuli Maternity & Child Health Hospital,Hospital,"Laokhowa Rd, Mohkhuli Chariali, Assam 782141, India",https://www.google.co.kr/maps/place/Mohkhuli+Maternity+%26+Child+Health+Hospital/data=!4m5!3m4!1s0x3745218b51b46359:0xda4e88da2777e5b1!8m2!3d26.3672011!4d92.7144076?authuser=0&hl=en&rclk=1,26.3672011,92.7144076,Assam
Clinic,Hospital,"Assam Trunk Rd, Khowang Chah Co. 108 No Fs Gra, Assam 785675, India",https://www.google.co.kr/maps/place/Clinic/data=!4m5!3m4!1s0x3740afe76015835f:0xa402cfc0a65a2386!8m2!3d27.202285!4d94.904452?authuser=0&hl=en&rclk=1,27.202285,94.904452,Assam
Dr. I.B.De Chamber,Hospital,"9M4P+498, Nagaon, Assam 782001, India",https://www.google.co.kr/maps/place/Dr.+I.B.De+Chamber/data=!4m5!3m4!1s0x3745272452b385a9:0xdb4c9fb042895123!8m2!3d26.3552931!4d92.6859507?authuser=0&hl=en&rclk=1,26.3552931,92.6859507,Assam
Dr Neeraj Sharma Child Specialist,Doctor,"Hojai, Assam 782435, India",https://www.google.co.kr/maps/place/Dr+Neeraj+Sharma+Child+Specialist/data=!4m5!3m4!1s0x37456b2ff6da0385:0xfc3518cba59d25ae!8m2!3d26.0011197!4d92.8488231?authuser=0&hl=en&rclk=1,26.0011197,92.8488231,Assam
New Land HAAM HOSPITAL DR RESIDENCE,Hospital,"2V9C+8H5, Pub - Dhaniram Pather, Assam 782435, India",https://www.google.co.kr/maps/place/New+Land+HAAM+HOSPITAL+DR+RESIDENCE/data=!4m5!3m4!1s0x3745134c18136e65:0x387d9518ef35776e!8m2!3d26.0182575!4d92.8714824?authuser=0&hl=en&rclk=1,26.0182575,92.8714824,Assam
Health Care Diagnostic Centre Private Limited,Diagnostic center,"Commercial Complex, Ground Floor Prag Plaza, GS Rd, Near Big Bazar, Lachit Nagar, Guwahati, Assam 781005, India",https://www.google.co.kr/maps/place/Health+Care+Diagnostic+Centre+Private+Limited/data=!4m5!3m4!1s0x375a5976cb77305b:0x2d7d14aa48a4b36c!8m2!3d26.1666758!4d91.7670101?authuser=0&hl=en&rclk=1,26.1666758,91.7670101,Assam
"Air Passanger Screening Centre, Tikal(Salganga) Model Hospital",Hospital,"Tikal Road, Salganga, Assam 788031, India","https://www.google.co.kr/maps/place/Air+Passanger+Screening+Centre,+Tikal(Salganga)+Model+Hospital/data=!4m5!3m4!1s0x374fada05bfe5771:0x3d2fe5866099b547!8m2!3d24.9246453!4d92.9597501?authuser=0&hl=en&rclk=1",24.9246453,92.9597501,Assam
"MODEL HOSPITAL, LANGTING",Hospital,"Langting, Assam 788832, India","https://www.google.co.kr/maps/place/MODEL+HOSPITAL,+LANGTING/data=!4m5!3m4!1s0x374f78ea9b669b47:0x853efa12a55a3600!8m2!3d25.5118485!4d93.1195556?authuser=0&hl=en&rclk=1",25.5118485,93.1195556,Assam
Bongaigaon BPHC,Hospital,"TR Phukan Rd, Mayapuri, Bongaigaon, Assam 783380, India",https://www.google.co.kr/maps/place/Bongaigaon+BPHC/data=!4m5!3m4!1s0x3758ffbc7356117d:0xd795af994d5fac68!8m2!3d26.4760973!4d90.562354?authuser=0&hl=en&rclk=1,26.4760973,90.562354,Assam
Baptist Christian Hospital,Hospital,"Mission Chariali, Ketekibari, Tezpur, Assam 784001, India",https://www.google.co.kr/maps/place/Baptist+Christian+Hospital/data=!4m5!3m4!1s0x3744c20caf36fd9b:0x9bba5203c5b961c1!8m2!3d26.6526312!4d92.7726626?authuser=0&hl=en&rclk=1,26.6526312,92.7726626,Assam
Buragohain Than PHC,Hospital,"Kandoli Rd, Kasoi Guri, Assam 782144, India",https://www.google.co.kr/maps/place/Buragohain+Than+PHC/data=!4m5!3m4!1s0x374525002d11ebff:0x9737fc13266a3bd9!8m2!3d26.250413!4d92.65812?authuser=0&hl=en&rclk=1,26.250413,92.65812,Assam
"Dispensary, Nowgong Polytechnic",Hospital,"9P44+6W5, Panigaon, Nagaon, Assam 782001, India","https://www.google.co.kr/maps/place/Dispensary,+Nowgong+Polytechnic/data=!4m5!3m4!1s0x374520d08a11a7c7:0xc2e18e37eb82f787!8m2!3d26.3555055!4d92.7073453?authuser=0&hl=en&rclk=1",26.3555055,92.7073453,Assam
ESIC Model Hospital,Government hospital,"Pir Ajan Fakir Rd, Near Khanara Kendra Vidyalaya, Resham Nagar, Khanapara, Guwahati, Assam 781022, India",https://www.google.co.kr/maps/place/ESIC+Model+Hospital/data=!4m5!3m4!1s0x375a5f345884cb7b:0xa45df60086ce31c5!8m2!3d26.1218903!4d91.8082201?authuser=0&hl=en&rclk=1,26.1218903,91.8082201,Assam
Kampur Hospital,Hospital,"5M83+VFP, Kampur Town, Assam 782426, India",https://www.google.co.kr/maps/place/Kampur+Hospital/data=!4m5!3m4!1s0x37453afbf337d21f:0xd3fca28eb5197c21!8m2!3d26.1672236!4d92.6537068?authuser=0&hl=en&rclk=1,26.1672236,92.6537068,Assam
MEDICITY GUWAHATI,Hematologist,"MEDICITY GUWAHATI, Hatigaon Main Road, Near, Sewali Path, Dispur, Hatigaon, Guwahati, Assam 781038, India",https://www.google.co.kr/maps/place/MEDICITY+GUWAHATI/data=!4m5!3m4!1s0x375a592f7addc4e5:0xac4b2acdb2ca2995!8m2!3d26.136167!4d91.786072?authuser=0&hl=en&rclk=1,26.136167,91.786072,Assam
Bokajan PHC,Hospital,"NH129, Bokajan, Assam 782490, India",https://www.google.co.kr/maps/place/Bokajan+PHC/data=!4m5!3m4!1s0x3746756adffad365:0x55435cd46c014e95!8m2!3d26.0191704!4d93.7625867?authuser=0&hl=en&rclk=1,26.0191704,93.7625867,Assam
DR. HAQUE ENT CARE (DR. ZIAUL HAQUE),Otolaryngologist,"AJB Rd, Haibargaon, BHUYANPATTY, Nagaon, Assam 782002, India",https://www.google.co.kr/maps/place/DR.+HAQUE+ENT+CARE+(DR.+ZIAUL+HAQUE)/data=!4m5!3m4!1s0x374526e0cb00e527:0x5ef99dc4fbae9028!8m2!3d26.3415561!4d92.6770996?authuser=0&hl=en&rclk=1,26.3415561,92.6770996,Assam
HPC KAGAJ NAGAR HOSPITAL,Hospital,"46GP+CH7, Tegheria, Assam 782410, India",https://www.google.co.kr/maps/place/HPC+KAGAJ+NAGAR+HOSPITAL/data=!4m5!3m4!1s0x375ac41b98872309:0xca00447758d1a3c4!8m2!3d26.1260362!4d92.2364205?authuser=0&hl=en&rclk=1,26.1260362,92.2364205,Assam
DON BOSCO HOSPITAL,Hospital,"PF4C+35Q, Dhekiajuli, Assam 784110, India",https://www.google.co.kr/maps/place/DON+BOSCO+HOSPITAL/data=!4m5!3m4!1s0x3744cb3803aa41ab:0x4b71937599d7d8a3!8m2!3d26.7052226!4d92.4704741?authuser=0&hl=en&rclk=1,26.7052226,92.4704741,Assam
Saharan Iddgah,Doctor,"3WFP+PR5, Sabajpur, Assam 782445, India",https://www.google.co.kr/maps/place/Saharan+Iddgah/data=!4m5!3m4!1s0x374512762efe1b81:0x4bb0c74e61c1f806!8m2!3d26.07425!4d92.937122?authuser=0&hl=en&rclk=1,26.07425,92.937122,Assam
Civil Hospital,Government hospital,"Kalibari Rd, Lumding, Assam 782447, India",https://www.google.co.kr/maps/place/Civil+Hospital/data=!4m5!3m4!1s0x37458386e36fc215:0x74a9afd2047c20fc!8m2!3d25.7623791!4d93.1751863?authuser=0&hl=en&rclk=1,25.7623791,93.1751863,Assam
Morigaon Civil Hopital,Hospital,"7923+RRJ, Ward Number 7, Rajagaon, Assam 782105, India",https://www.google.co.kr/maps/place/Morigaon+Civil+Hopital/data=!4m5!3m4!1s0x375ad1baf3eb2b1d:0x517d6c721a370ca6!8m2!3d26.2520898!4d92.3545064?authuser=0&hl=en&rclk=1,26.2520898,92.3545064,Assam
Lifeline Medical,Medical Center,"Natun Bazar, Hospital Road, 782435n, Hojai, Assam, India",https://www.google.co.kr/maps/place/Lifeline+Medical/data=!4m5!3m4!1s0x37456b5aaa27a11d:0x113ab1390f3a1882!8m2!3d26.0015265!4d92.848043?authuser=0&hl=en&rclk=1,26.0015265,92.848043,Assam
Hojai District Civil Hospital,Hospital,"XWJF+WWG, Pam Gaon, Assam 782442, India",https://www.google.co.kr/maps/place/Hojai+District+Civil+Hospital/data=!4m5!3m4!1s0x37456d654a4b05f7:0x2111b429e6670465!8m2!3d25.9823012!4d92.924826?authuser=0&hl=en&rclk=1,25.9823012,92.924826,Assam
Angel Diagnostic Centre,Diagnostic center,"1st Floor, Sarat Bhawan, Beltola Basis Road, AG Bus Stop, Beltola Tiniali, Guwahati, Assam 781029, India",https://www.google.co.kr/maps/place/Angel+Diagnostic+Centre/data=!4m5!3m4!1s0x375a5f2ecc2b4cfb:0x8742e97efd58a71b!8m2!3d26.1168496!4d91.798001?authuser=0&hl=en&rclk=1,26.1168496,91.798001,Assam
Cancer Hospital,Hospital,"5Q58+X3C, Bhangagarh, Guwahati, Assam 781007, India",https://www.google.co.kr/maps/place/Cancer+Hospital/data=!4m5!3m4!1s0x375a596e21aac1ff:0x23f85a3aed117027!8m2!3d26.159925!4d91.7651447?authuser=0&hl=en&rclk=1,26.159925,91.7651447,Assam
DR MOHIBUL ISLAM,Surgeon,"ADITYA TOWER, MEDICITY GUWAHATI ADITYA, GS Rd, opp. Down Town Hospital, Guwahati, Assam 781006, India",https://www.google.co.kr/maps/place/DR+MOHIBUL+ISLAM/data=!4m5!3m4!1s0x375a5999fb6d30bb:0x7906383c8cbf454b!8m2!3d26.1386752!4d91.798445?authuser=0&hl=en&rclk=1,26.1386752,91.798445,Assam
Sacred Heart Palliative Care Centre,Private hospital,"NH37, Jorabat, Assam 781023, India",https://www.google.co.kr/maps/place/Sacred+Heart+Palliative+Care+Centre/data=!4m5!3m4!1s0x375af5c27dd36721:0x65c5882f44bee436!8m2!3d26.1105387!4d91.8509545?authuser=0&hl=en&rclk=1,26.1105387,91.8509545,Assam
Arogya Physiotherapy and Rehabilitation centre,Physical therapist,"M., BB Rd, Nagaon, Assam 782001, India",https://www.google.co.kr/maps/place/Arogya+Physiotherapy+and+Rehabilitation+centre/data=!4m5!3m4!1s0x3745272dd0cecdf9:0x7ea10b1dbf49b1c9!8m2!3d26.3567202!4d92.6937043?authuser=0&hl=en&rclk=1,26.3567202,92.6937043,Assam
Biswanath Chariali Civil Hospital,Hospital,"Biswanath Charali, Assam 784176, India",https://www.google.co.kr/maps/place/Biswanath+Chariali+Civil+Hospital/data=!4m5!3m4!1s0x37445e4f33e0d703:0xa8da56b0610f1f61!8m2!3d26.7322396!4d93.1462141?authuser=0&hl=en&rclk=1,26.7322396,93.1462141,Assam
IMS Hospital,Private hospital,"Shahid Sarani, Settlement Road, Assam 788710, India",https://www.google.co.kr/maps/place/IMS+Hospital/data=!4m5!3m4!1s0x3751d3a90b504bfb:0x8effd0b6eaeeed53!8m2!3d24.8712046!4d92.3599238?authuser=0&hl=en&rclk=1,24.8712046,92.3599238,Assam
Lakshya J Basumatary - Best Neurologist in Guwahati,Neurologist,"NH37, Pragjyotish Nagar, Maligaon, Guwahati, Assam 781033, India",https://www.google.co.kr/maps/place/Lakshya+J+Basumatary+-+Best+Neurologist+in+Guwahati/data=!4m5!3m4!1s0x375a5b80e2fc83cd:0xa01f263783236672!8m2!3d26.1525934!4d91.6847121?authuser=0&hl=en&rclk=1,26.1525934,91.6847121,Assam
GNRC Good Health Hospital,Hospital,"Bormotoria, Guwahati, Assam 781006, India",https://www.google.co.kr/maps/place/GNRC+Good+Health+Hospital/data=!4m5!3m4!1s0x375a59d4c3b926fd:0xf0c8ba037b7c7ca3!8m2!3d26.1406644!4d91.796802?authuser=0&hl=en&rclk=1,26.1406644,91.796802,Assam
Super Speciality Hospital Guwahati,Hospital,"5Q68+MF2, Birubari, Guwahati, Assam 781007, India",https://www.google.co.kr/maps/place/Super+Speciality+Hospital+Guwahati/data=!4m5!3m4!1s0x375a59d292f15947:0x50da85ad8bef67ca!8m2!3d26.161643!4d91.7661488?authuser=0&hl=en&rclk=1,26.161643,91.7661488,Assam
